"type","Rank_metric","Feature_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"JH-2-079","Chr8","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",0.56946,0.861,0.903,11239,0.994,"HMGCR, HMGCS1, FDPS, GGPS1, PDSS2, MVK, IDI1, DHDDS, PMVK, ACAT1, ACAT2, MVD",0.0443122496864942,0.00261361560268669,FALSE
"JH-2-079","Chr8","KEGG_TGF_BETA_SIGNALING_PATHWAY",0.76875,1.16,0.0981,3721,0.524,"DCN, LTBP1, THBS4, THBS1, CREBBP, TGFBR1, SMAD5, SP1, THBS2, PPP2R1A, BMPR2, SMAD2, SMAD3, SMAD4, SKP1, GDF7, RHOA, ROCK2, TGFB2, TGFB3, BMP7, SMAD6, ROCK1, ZFYVE16, TFDP1, MAPK1, PPP2CA, EP300, CUL1, TGFBR2, BMPR1A, MYC, ACVR2A, RBL2, RPS6KB1, SMURF2, ZFYVE9, ACVRL1, INHBA, ACVR2B",1.00833099262005,0.280668713016273,FALSE
"JH-2-079","Chr8","KEGG_THYROID_CANCER",0.74542,1.13,0.133,4287,0.507,"TPR, CTNNB1, CCND1, BRAF, RXRA, TPM3, MAPK1, NCOA4, MAP2K1, MAP2K2, TFG, MYC, TP53, RXRB, NRAS, KRAS",0.876148359032914,0.294992040666664,FALSE
"JH-2-079","Chr8","KEGG_TIGHT_JUNCTION",0.74685,1.14,0.109,3789,0.51,"ACTG1, ACTB, CTNNA1, ASH1L, CTNNB1, AMOTL1, SPTAN1, CSNK2A1, MYH9, EPB41L2, PPP2R1A, ACTN1, AKT1, AKT3, ACTN4, YBX3, MYH10, MYH3, JAM3, RHOA, AKT2, CDK4, EXOC4, PTEN, AFDN, MAP3K20, CASK, PPP2CA, MYLPF, CDC42, MPDZ, VAPA, PATJ, PRKCI, PARD3, GNAI2, GNAI3, TJP2, TJP1, SYMPK, LLGL1, SRC, CSNK2B, GNAI1, F11R, YES1, EPB41L3",0.962573502059376,0.292429823902064,FALSE
"JH-2-079","Chr8","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.63565,0.964,0.582,5061,0.842,"AKT1, AKT3, MAPK10, PIK3R1, AKT2, RAC1, MAP3K7, MAPK14, JUN, NFKBIA, MAPK1, MAP2K1, TAB2, PIK3CA, TRAF3, STAT1, MAP2K2, CTSK, FOS, PIK3R2, IRAK1, IFNAR1, MAP2K6, RELA, MAPK9, MAPK13, MAP2K4",0.235077015350112,0.0746879085003505,FALSE
"JH-2-079","Chr8","KEGG_TRYPTOPHAN_METABOLISM",0.64769,0.977,0.547,6219,0.828,"CYP1B1, HADHA, ALDH7A1, OGDH, ALDH2, ALDH1B1, ALDH3A2, ALDH9A1, HADH, CAT",0.262012673666569,0.0819696632151199,FALSE
"JH-2-079","Chr8","KEGG_TYPE_II_DIABETES_MELLITUS",0.70941,1.07,0.25,5270,0.578,"PKM, HK2, CACNA1C, MAPK10, PIK3R1, CACNA1G, INSR, MAPK1, PIK3CA, IRS1, PIK3R2, MTOR, SOCS4, MAPK9, HK1, CACNA1A, PRKCE",0.602059991327962,0.238072161579471,FALSE
"JH-2-079","Chr8","KEGG_TYPE_I_DIABETES_MELLITUS",0.8452,1.29,0.027,1767,1,"CPE, HSPD1, HLA-A, HLA-B, HLA-E, HLA-C",1.56863623584101,0,FALSE
"JH-2-079","Chr8","KEGG_TYROSINE_METABOLISM",0.55126,0.837,0.927,9815,0.992,"MIF, ADH5, ALDH1A3, TRMT11, METTL2B, BUD23, GSTZ1, GOT2, COMT, HEMK1, LCMT2, GOT1, METTL6, FAH",0.0329202658555029,0.00348832784582135,FALSE
"JH-2-079","Chr8","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.71186,1.08,0.213,4460,0.594,"DLG1, PLCG1, NFATC4, AKT1, AKT3, RHOA, PIK3R1, AKT2, SOS1, MAP3K7, CDK4, MAPK14, NFAT5, JUN, PAK2, NFKBIA, PDPK1, RAF1, MAPK1, MAP2K1, CDC42, PIK3CA, MAP2K2, FOS, PPP3R1, GSK3B, PIK3R2, GRB2, FYN, NCK2, NFATC3, PPP3CA, SOS2, NRAS, KRAS, VAV2, RELA, MAPK9, MALT1, CBLB",0.671620396561262,0.226213555018806,FALSE
"JH-2-079","Chr8","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.70686,1.07,0.229,5588,0.578,"BIRC6, UBR5, HUWE1, HERC1, TRIP12, FANCL, UBE3A, UBA1, ANAPC5, MID1, CUL7, HERC2, DDB1, SKP1, MDM2, CDC27, UBE3C, UBE2H, UBE2D3, ITCH, UBE2Z, UBA2, ANAPC1, CUL3, CUL4B, SKP2, FBXW11, UBE2I, SAE1, UBA6, FBXW7, UBE2R2, CUL1, UBE2G2, PIAS2, NEDD4L, CUL4A, ELOB, PIAS1, WWP1, UBE2E3, UBE2O, UBE2N, MAP3K1, UBE2W, FZR1, COP1, TRIM32, KEAP1, SMURF2, UBE2C, KLHL9, PRPF19, BRCA1, XIAP, CDC16, UBE2J1, CDC23, UBE2D2, VHL, MGRN1, UBE3B, UBE4A, CBLB, FBXW8, ERCC8, UBE2S, HERC4, UBE4B, BIRC2, CUL5, UBE2Q2, PIAS3, SMURF1, ANAPC2, UBE2Q1, NEDD4, PML, STUB1, ELOC, UBE2K, HERC3",0.640164517660112,0.238072161579471,FALSE
"JH-2-079","Chr8","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",0.79478,1.21,0.061,4363,0.677,"IARS1, LARS1, IARS2, BCAT1, VARS1, PDHA1, VARS2",1.21467016498923,0.169411331314856,FALSE
"JH-2-079","Chr8","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.59376,0.903,0.799,9008,0.982,"BCAT1, HADHA, ALDH7A1, DLD, HADHB, HMGCS1, MCCC2, ALDH2, IVD, ALDH1B1, ALDH3A2, MMUT, HIBCH, ALDH9A1, PCCA, HADH, ACADM, ALDH6A1, BCKDHA, HSD17B10, OXCT1, ACAA2, DBT, HIBADH, ECHS1, ABAT, BCKDHB, MCCC1, ACADSB, PCCB",0.0974532206860086,0.00788851221305034,FALSE
"JH-2-079","Chr8","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.73546,1.11,0.166,4417,0.523,"GNAS, CALM2, PPP1CB, MYL6, CALD1, EDNRA, ARHGEF12, PPP1CC, BRAF, KCNMA1, CACNA1C, RHOA, CALM3, PPP1R12B, CALM1, ROCK2, PPP1R12A, ITPR3, GNA13, ARHGEF11, PLCB4, ROCK1, GNAQ, PLCB1, RAF1, MAPK1, MAP2K1, ITPR1, ITPR2, MAP2K2, ADCY3, ADCY6, CALCRL, PPP1CA, GNA11, GNA12, ADCY9, ADCY1, MYL6B, PRKX, JMJD7-PLA2G4B, PRKCA, NPR2, GUCY1A2",0.779891911959945,0.281498311132726,FALSE
"JH-2-079","Chr8","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.77292,1.17,0.0881,3182,0.534,"DYNC1H1, GNAS, DCTN1, DYNC1I2, DYNC1LI2, RAB5B, CREB5, DYNLL2, CREB3L2, CREB1, DCTN4, RAB11A, DCTN5, DCTN2, ADCY3, ADCY6, DYNLL1, ARHGDIA, DYNC2H1, ADCY9",1.05502409158795,0.272458742971444,FALSE
"JH-2-079","Chr8","KEGG_VEGF_SIGNALING_PATHWAY",0.74905,1.13,0.125,4287,0.507,"VEGFA, PTK2, PLCG1, NFATC4, AKT1, AKT3, PIK3R1, AKT2, RAC1, MAPK14, NFAT5, RAF1, MAPK1, MAP2K1, CDC42, HSPB1, PIK3CA, MAP2K2, PTGS2, MAPKAPK2, PPP3R1, PIK3R2, SRC, PXN, SHC2, NFATC3, PPP3CA, JMJD7-PLA2G4B, NRAS, PRKCA, KRAS",0.903089986991944,0.294992040666664,FALSE
"JH-2-079","Chr8","KEGG_VIBRIO_CHOLERAE_INFECTION",0.75488,1.15,0.116,4430,0.533,"ACTG1, ACTB, GNAS, PLCG1, PDIA4, KDELR2, ARF1, SEC61A1, KDELR1, ATP6V1C1, ADCY3, ERO1A, TJP2, TJP1, ADCY9, ATP6AP1, ATP6V1G1, PRKX, SEC61G, ATP6V0A2, PRKCA, ATP6V0A1",0.935542010773082,0.273272790973428,FALSE
"JH-2-079","Chr8","KEGG_VIRAL_MYOCARDITIS",0.84128,1.27,0.026,1835,0.788,"ACTG1, ACTB, EIF4G2, EIF4G1, ABL1, LAMA2, HLA-A, MYH9, HLA-B, CCND1, MYH10, MYH3, RAC1, ABL2, HLA-E, SGCD, HLA-C, SGCB",1.58502665202918,0.103473782510445,FALSE
"JH-2-079","Chr8","KEGG_WNT_SIGNALING_PATHWAY",0.72019,1.09,0.191,5021,0.562,"CCND2, FZD1, CTNNB1, TBL1XR1, CREBBP, LRP6, NFATC4, CHD8, CSNK2A1, APC, PPP2R1A, CCND1, SMAD2, SMAD3, CSNK1A1, SMAD4, DAAM2, SKP1, WIF1, RHOA, MAPK10, ROCK2, RAC1, MAP3K7, PPP2R5C, LRP5, NFAT5, PLCB4, FZD6, JUN, ROCK1, PLCB1, FZD7, FBXW11, PPP2CA, EP300, DVL3, CUL1, CAMK2D, TBL1X, PSEN1, PPP3R1, GSK3B, CTBP1, MYC, NKD1, DKK2, VANGL2, CSNK1E, CACYBP, PPP2R5D, CSNK2B, TP53, SFRP1, SFRP2, NFATC3, FZD2, FZD4, CTBP2, PRKX, SENP2, PPP2R5E, PPP3CA, DAAM1, PRKCA, MAPK9, AXIN1, CCND3, FZD3, PRICKLE2, PLCB3, WNT5A, PPP3CB, FZD8",0.718966632752272,0.250263684430939,FALSE
"WU-487","Chr8","KEGG_ABC_TRANSPORTERS",0.72989,1.08,0.215,2774,0.575,"ABCA8, ABCA6, ABCA9, ABCA10, ABCA5, ABCA1, ABCC5, ABCD3",0.667561540084395,0.24033215531037,FALSE
"WU-487","Chr8","KEGG_ACUTE_MYELOID_LEUKEMIA",0.68418,1.01,0.388,7534,0.676,"CCND1, STAT3, AKT1, MAPK1, AKT2, PIK3CA, AKT3, STAT5B, SOS1, MTOR, KRAS, RPS6KB1, GRB2, RAF1, BRAF, MAP2K1, NRAS, PIK3R1, MAP2K2, SOS2, PIM1, RELA, ARAF, PIK3R3, PML, JUP, RARA, IKBKB, MYC, STAT5A, BAD, RPS6KB2, CHUK, TCF7L2, RUNX1T1, HRAS, EIF4EBP1, PIK3R2, NFKB1",0.411168274405793,0.170053304058364,FALSE
"WU-487","Chr8","KEGG_ADHERENS_JUNCTION",0.82825,1.24,0.045,3129,0.758,"EGFR, ACTG1, ACTB, TJP1, IQGAP1, RHOA, AFDN, CTNNA1, SMAD2, SMAD4, IGF1R, FGFR1, MAPK1, YES1, CTNNB1, CTNND1, CDC42, SMAD3, CSNK2A1, PTPRB, ACTN4, WASF2, ERBB2, EP300, CREBBP, PTPRM, VCL, FER, ACTN1, WASL, FYN, TGFBR1, SSX2IP, ACP1, FARP2, RAC1, PTPRJ, TGFBR2",1.34678748622466,0.120330794367946,FALSE
"WU-487","Chr8","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.63464,0.942,0.709,7852,0.899,"STAT3, AKT1, PTPN11, AKT2, ACSL3, AKT3, ADIPOR2, MTOR, SLC2A1, RXRA, TNFRSF1A, MAPK9, ADIPOR1, PRKAB2, RELA, IRS1, ACSL4, CPT1A, RXRB, NFKBIA, IKBKB, PRKAA1, STK11, CAMKK2, MAPK10, MAPK8, CHUK, PPARA, ACACB, PRKAB1, NFKB1, IRS2, JAK2, PRKAA2, PRKAG1",0.149353764816933,0.0462403082667712,FALSE
"WU-487","Chr8","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.67257,1,0.44,6716,0.722,"GFPT1, GLUL, GLS, GLUD1, PPAT, ADSL, ALDH5A1, ADSS2, CAD, GOT2, GFPT2, GAD1, ASNS",0.356547323513813,0.141462802430361,FALSE
"WU-487","Chr8","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.7376,1.1,0.185,4396,0.579,"NEDD4L, MAPK1, ATP1A1, PIK3CA, KRAS, SGK1, PDPK1, PIK3R1, PRKCA, IRS1, INSR, PIK3R3",0.732828271596986,0.237321436272564,FALSE
"WU-487","Chr8","KEGG_ALLOGRAFT_REJECTION",0.73963,1.1,0.166,4765,0.579,"HLA-A, HLA-B, HLA-E, FAS, HLA-C",0.779891911959945,0.237321436272564,FALSE
"WU-487","Chr8","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.59571,0.892,0.87,2854,0.982,"ACOX1, FADS2",0.0604807473813815,0.00788851221305034,FALSE
"WU-487","Chr8","KEGG_ALZHEIMERS_DISEASE",0.71095,1.06,0.256,5893,0.599,"MT-CO1, GAPDH, LRP1, MT-CO3, MT-CO2, ATP5F1A, CYCS, CALM2, APP, ATP5F1B, ATP2A2, MAPK1, CAPN2, CALM1, CALM3, ITPR2, NDUFS1, MT-ATP6, PSEN1, MME, ADAM17, ADAM10, ATF6, GNAQ, COX4I1, APH1A, COX6B1, UQCRC1, COX5B, NDUFA10, MT-CYB, UQCRC2, NAE1, CHP1, FAS, CACNA1C, COX7C, PPP3R1, APAF1, TNFRSF1A, APBB1, UQCRH, ATP5F1E, COX6A1, CAPN1, COX7A2L, ATP5MC3, ITPR1, UQCRFS1, NDUFV1, NDUFA9, ATP5MC2, IDE, ATP5PB, ITPR3, COX6C, COX8A, NDUFS2, UQCRB, EIF2AK3, SDHD, NDUFA5, ERN1, BACE1, GSK3B, NDUFB9, CYC1, HSD17B10, NDUFB10, ATP5PD, PLCB1, NDUFV2, PPP3CA, COX7B, NDUFA8, ATP5F1C, NDUFS3, COX5A, NDUFS5, SDHA, UQCRQ, NDUFS8",0.59176003468815,0.222573177610689,FALSE
"WU-487","Chr8","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.73795,1.1,0.167,5426,0.579,"IARS1, GARS1, WARS1, EPRS1, NARS1, QARS1, AARS1, LARS1, SARS1, RARS2, IARS2, HARS1, RARS1, KARS1, CARS1, MARS1, YARS1, VARS1, DARS2, FARSB, DARS1, TARS3, EARS2, TARS1, HARS2, VARS2",0.777283528852417,0.237321436272564,FALSE
"WU-487","Chr8","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.65189,0.972,0.559,8739,0.856,"GFPT1, GPI, PGM3, HEXA, HK2, UXS1, UGDH, HEXB, GNE, GMPPB, UAP1, PMM2, UGP2, PGM1, HK1, CYB5R3, GNPNAT1, GALK2, CMAS, PGM2, GFPT2, GNPDA2, MPI, NAGK, NANP, GNPDA1, GALE, FPGT, CYB5R1, GMPPA, PMM1, AMDHD2, GALT",0.252588192113577,0.0675262353228468,FALSE
"WU-487","Chr8","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.638,0.951,0.659,7467,0.882,"CYCS, BCL2, ALS2, MAPK14, RAC1, CHP1, PPP3R1, APAF1, TNFRSF1A, TOMM40, SLC1A2, GPX1, MAP2K6, NEFL, DERL1, SOD1, CAT, PPP3CA, DAXX, BCL2L1, PPP3CB, TP53, GRIA1, BAD, RAB5A, PPP3CC, CASP3",0.18111458540599,0.0545314148681803,FALSE
"WU-487","Chr8","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.83457,1.24,0.037,2307,0.758,"HSPA8, HSP90AB1, B2M, HSP90AA1, HSPA5, HSPA2, CANX, PDIA3, CTSL, CALR, CTSB, HSPA4, HLA-A, HLA-B, HSPA1A, HLA-E, HSPA1B, PSME2, CREB1",1.431798275933,0.120330794367946,FALSE
"WU-487","Chr8","KEGG_APOPTOSIS",0.65748,0.979,0.541,7534,0.831,"PRKAR1A, CYCS, ATM, AKT1, IL1R1, CAPN2, PRKAR2A, AKT2, PIK3CA, AKT3, CFLAR, IRAK3, TNFRSF10B, BIRC2, IRAK1, BCL2, XIAP, PRKACB, CHP1, FAS, PIK3R1, PPP3R1, APAF1, TNFRSF1A, CAPN1, RELA, DFFA, PIK3R3, IL1RAP, NFKBIA, ENDOD1, IKBKB, PPP3CA, BCL2L1, PPP3CB, TP53, BAD, CHUK, RIPK1, TNFRSF10D, PRKACA, CASP7, MAP3K14, PIK3R2, PPP3CC, AIFM1, CASP3, CASP10, NFKB1",0.266802734893431,0.080398976215889,FALSE
"WU-487","Chr8","KEGG_ARACHIDONIC_ACID_METABOLISM",0.54694,0.814,0.963,8574,1,"PTGES2, LTA4H, GPX1, GPX4, PTGES, JMJD7-PLA2G4B, PTGIS, AKR1C3, CBR1, PTGS2, GPX7, PLA2G4A",0.0163737128754655,0,FALSE
"WU-487","Chr8","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.643,0.957,0.631,6629,0.88,"GLUL, SMS, AMD1, ODC1, GLS, GLUD1, SAT1, P4HA1, ALDH18A1, ALDH9A1, ALDH3A2, ALDH7A1, LAP3, P4HA2, OAT, GOT2, ALDH2, PYCR2, SRM",0.199970640755866,0.0555173278498314,FALSE
"WU-487","Chr8","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.80962,1.21,0.053,1311,0.675,"ACTG1, LAMA2, ACTB, LMNA, CTNNA1, ITGB8, ITGB1, ITGA5, ATP2A2, SGCB, CTNNB1, ITGAV, ACTN4, DAG1",1.27572413039921,0.170696227168975,FALSE
"WU-487","Chr8","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.70273,1.05,0.3,6396,0.602,"UGDH, ALDH9A1, ALDH3A2, ALDH7A1, ALDH2",0.522878745280338,0.220403508742175,FALSE
"WU-487","Chr8","KEGG_ASTHMA",0.40588,0.602,0.998,12165,0.999,"HLA-DPB1, HLA-DOA, HLA-DPA1",0.000869458712628891,0.000434511774017692,FALSE
"WU-487","Chr8","KEGG_AUTOIMMUNE_THYROID_DISEASE",0.72296,1.08,0.221,4765,0.575,"HLA-A, HLA-B, HLA-E, FAS, HLA-C",0.655607726314889,0.24033215531037,FALSE
"WU-487","Chr8","KEGG_AXON_GUIDANCE",0.6996,1.04,0.29,4100,0.609,"NFAT5, RHOA, ARHGEF12, EFNB1, DPYSL2, PAK2, ROBO1, NFATC4, CFL1, ITGB1, SEMA4C, MAPK1, ABL1, PTK2, CDC42, ROCK2, GNAI2, SEMA3A, SLIT3, GNAI3, ROCK1, EPHB4, SLIT2, NFATC3, KRAS, PLXNB1, FYN, NCK2, SRGAP2, PLXNA1, NRAS, RAC1, ABLIM1, CHP1, NRP1, DCC, RASA1, PPP3R1, EPHB2, EPHB3, GNAI1, PLXNB2, SEMA7A, PAK1",0.537602002101044,0.215382707367125,FALSE
"WU-487","Chr8","KEGG_BASAL_CELL_CARCINOMA",0.71509,1.07,0.236,4834,0.568,"HHIP, PTCH1, GLI2, CTNNB1, WNT2B, FZD1, DVL3, FZD3, APC, GLI3, GLI1, FZD2, SMO, AXIN1, PTCH2, FZD4, FZD7, DVL1, GSK3B",0.627087997029893,0.245651664288981,FALSE
"WU-487","Chr8","KEGG_BASAL_TRANSCRIPTION_FACTORS",0.64089,0.958,0.638,8181,0.881,"GTF2I, TAF1, TAF7, TAF2, GTF2F1, GTF2F2, GTF2A1, STON1, GTF2H1, TAF9, GTF2B, GTF2H2, GTF2IRD1, TAF11, GTF2A2, TAF6, TAF5L, GTF2E2, GTF2H3, TAF10, TAF13, TBPL1, TAF12, TAF4B",0.195179321278838,0.0550240915879521,FALSE
"WU-487","Chr8","KEGG_BASE_EXCISION_REPAIR",0.6902,1.03,0.327,4854,0.62,"HMGB1, PARP4, PARP1, APEX1, LIG3, POLE, PCNA, LIG1, POLE3, PARP2, TDG, POLD3, POLD1",0.485452247339714,0.207608310501746,FALSE
"WU-487","Chr8","KEGG_BETA_ALANINE_METABOLISM",0.63714,0.951,0.658,6866,0.882,"SMS, HADHA, ALDH9A1, ALDH3A2, ALDH7A1, DPYD, ACADM, ALDH2, GAD1, SRM, HIBCH",0.181774106386044,0.0545314148681803,FALSE
"WU-487","Chr8","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.64398,0.954,0.635,5410,0.878,"HADHA, ACOX1, ELOVL5, FADS2, SCD, FADS1, SCD5, YOD1, HSD17B12",0.197226274708024,0.0565054840938974,FALSE
"WU-487","Chr8","KEGG_BLADDER_CANCER",0.80218,1.19,0.0621,2929,0.532,"EGFR, CCND1, MMP2, THBS1, MAPK1, ERBB2, DAPK1, MDM2, CDK4, KRAS, RAF1, VEGFA, RB1, BRAF, MAP2K1, NRAS",1.20690839982342,0.274088367704952,FALSE
"WU-487","Chr8","KEGG_BUTANOATE_METABOLISM",0.5929,0.879,0.89,10064,0.992,"HADHA, PDHA1, ALDH9A1, HMGCS1, ALDH3A2, ALDH7A1, ALDH5A1, AACS, ALDH2, GAD1, PDHB, BDH1, ACAT1, ALDH1B1, ECHS1, BDH2, OXCT1, ABAT, L2HGDH, HADH, HMGCL",0.0506099933550872,0.00348832784582135,FALSE
"WU-487","Chr8","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.68238,1.02,0.397,7534,0.649,"NFAT5, CD81, NFATC4, AKT1, MAPK1, AKT2, PIK3CA, AKT3, SOS1, NFATC3, KRAS, MALT1, GRB2, RAF1, MAP2K1, IFITM1, NRAS, RAC1, CHP1, PIK3R1, PPP3R1, MAP2K2, JUN, SOS2, RELA, CD22, PIK3R3, GSK3B, NFKBIA, IKBKB, PPP3CA, FOS, PPP3CB, CHUK, BCL10, LYN, NFATC1, HRAS, PIK3R2, PPP3CC, INPP5D, NFKB1",0.401209493236885,0.187755303199631,FALSE
"WU-487","Chr8","KEGG_CALCIUM_SIGNALING_PATHWAY",0.74337,1.11,0.144,3592,0.564,"EGFR, PDGFRA, PDGFRB, GNAS, CALM2, PLCG1, ATP2A2, ATP2B1, CALM1, F2R, ATP2B4, CALM3, SLC25A6, ITPR2, ERBB2, VDAC1, GNAQ, PRKACB, SLC25A5, EDNRA, ADCY3, CHP1, ITPKB, CACNA1C, PPP3R1, PHKA2, GNA11, PRKCA, CYSLTR2",0.84163750790475,0.248720896016658,FALSE
"WU-487","Chr8","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.75455,1.13,0.134,4531,0.555,"MT-CO1, MT-CO3, MT-CO2, TPM4, ATP2A2, TPM3, ATP1A1, TPM1, TPM2, COX4I1, COX6B1, UQCRC1, COX5B, MT-CYB, UQCRC2, CACNA1C, COX7C, UQCRH, COX6A1, COX7A2L, UQCRFS1, COX6C, COX8A, UQCRB",0.872895201635192,0.255707016877324,FALSE
"WU-487","Chr8","KEGG_CELL_ADHESION_MOLECULES_CAMS",0.7297,1.09,0.182,5093,0.57,"VCAN, ITGB8, GLG1, JAM3, ITGB1, SDC1, NEO1, CLDN1, ITGAV, NLGN1, MPZL1, HLA-A, HLA-B, CD276, PTPRC, PTPRM, HLA-E, SDC3, SDC2, PTPRF, CD99, CDH2, CD22, CNTNAP1, NECTIN2, CADM1, HLA-C, CNTN2, ALCAM, PVR, NLGN4X",0.739928612014925,0.244125144327509,FALSE
"WU-487","Chr8","KEGG_CELL_CYCLE",0.7247,1.08,0.199,6154,0.575,"CCND2, PRKDC, CDK6, YWHAZ, CCND1, ATM, SMAD2, YWHAG, YWHAQ, SMAD4, RAD21, CDC27, SMC1A, MCM7, ABL1, MCM3, STAG2, CCNA2, SMAD3, YWHAE, MAD2L1, SKP1, MCM4, ANAPC5, EP300, WEE1, HDAC2, CREBBP, BUB1B, STAG1, MCM5, CDC25B, MDM2, CDK4, YWHAB, PCNA, CUL1, YWHAH, MCM6, RB1, MCM2, CCNB2, TGFB3, CDKN1B, CCNB1, SMC3, RBL2, BUB3, CDC25A, CDKN1A, CDC6, CDK2, E2F4, CDC20, CDC23, FZR1, CDKN1C, ANAPC1, TFDP2, HDAC1, ESPL1, PTTG1, GSK3B, ORC4, CDK1, CCNH, RBL1, ANAPC7, ATR, PLK1, ANAPC2, ZBTB17, DBF4, TFDP1, MYC, ORC2, CHEK1, TP53, E2F3, ORC3, E2F1, ANAPC4",0.701146923590293,0.24033215531037,FALSE
"WU-487","Chr8","KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.68709,1.03,0.359,5642,0.62,"RHOA, GNB4, STAT1, GNG12, STAT3, GNB1, RAP1B, CCL2, AKT1, MAPK1, PTK2, CDC42, ROCK2, AKT2, GNAI2, PIK3CA, GNAI3, CRKL, AKT3, STAT5B, SOS1, ROCK1, SHC1, PXN, CRK, GNB2, WASL, KRAS, GRB2, FOXO3, RAF1, PRKACB, GNG2, BRAF, MAP2K1, ADCY3, NRAS, RAC1, PIK3R1, STAT2, PARD3, SOS2, GNAI1, GRK2, GSK3A, RELA, PAK1, GNG11, PIK3R3, ADCY6, CXCL10, GSK3B, NFKBIA, ADCY9, GRK6, IKBKB, PLCB1, BCAR1, TIAM1, CSK",0.444905551421681,0.207608310501746,FALSE
"WU-487","Chr8","KEGG_CHRONIC_MYELOID_LEUKEMIA",0.72889,1.09,0.199,6216,0.57,"CDK6, CCND1, SMAD4, AKT1, MAPK1, ABL1, PTPN11, SMAD3, AKT2, PIK3CA, HDAC2, CRKL, AKT3, CTBP1, STAT5B, SOS1, MDM2, CDK4, SHC1, CRK, KRAS, GRB2, RAF1, TGFBR1, RB1, BRAF, MAP2K1, CBL, TGFB3, CDKN1B, NRAS, PIK3R1, TGFBR2, MAP2K2, SOS2, GAB2, CDKN1A, RELA, ARAF, CTBP2, BCR, PIK3R3, HDAC1, NFKBIA, CBLB, IKBKB, MYC, STAT5A, BCL2L1, TP53, E2F3, E2F1, SHC3",0.701146923590293,0.244125144327509,FALSE
"WU-487","Chr8","KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.65537,0.974,0.569,8926,0.85,"CSNK1E, CLOCK, NPAS2, CSNK1D, CRY1, CRY2, BHLHE41, PER1, PER2, BHLHE40, NR1D1, PER3",0.244887733604929,0.0705810742857073,FALSE
"WU-487","Chr8","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.69124,1.03,0.345,6784,0.62,"ACLY, MDH2, PDHA1, CS, IDH2, IDH1, DLD, MDH1, DLST, SUCLA2, IDH3A, ACO2, SDHD, FH, IDH3B, DLAT, ACO1, SUCLG1, SDHA, SDHB, SUCLG2, OGDH",0.462180904926726,0.207608310501746,FALSE
"WU-487","Chr8","KEGG_COLORECTAL_CANCER",0.7434,1.11,0.15,3557,0.564,"CCND1, RHOA, CYCS, SMAD2, SMAD4, AKT1, MAPK1, CTNNB1, MSH6, SMAD3, AKT2, PIK3CA, AKT3, BIRC5, APC, BCL2, KRAS, RAF1, MSH2, TGFBR1, BRAF, MAP2K1, AXIN1, TGFB3, RAC1, PIK3R1, TGFBR2, DCC, APPL1, MAPK9, JUN",0.823908740944319,0.248720896016658,FALSE
"WU-487","Chr8","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.74974,1.12,0.126,1973,0.55,"CD59, CD55, C1R, C1S, F2R, THBD, CD46, TFPI",0.899629454882437,0.259637310505756,FALSE
"WU-487","Chr8","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.74609,1.12,0.134,3422,0.55,"LDHA, LDHB, DNMT1, SMS, MAT2A, AMD1, DNMT3A, MTR, AHCYL1, ENOPH1, AHCY, MAT2B",0.872895201635192,0.259637310505756,FALSE
